n_rows:	533874	n_cols:	90	nnz:	27863	directed:	True
2	20	1
2	15	1
2	9	1
4	36	1
4	29	1
4	20	1
4	14	1
4	2	1
7	25	1
7	11	1
7	9	1
7	8	1
13	12	1
13	11	1
13	9	1
13	8	1
13	5	1
16	7	1
19	25	1
22	34	1
22	6	1
22	4	1
25	20	1
25	18	1
28	52	1
28	25	1
28	12	1
30	20	1
33	21	1
35	20	1
35	18	1
37	34	1
37	25	1
38	25	1
41	2	1
43	20	1
43	17	1
46	26	1
48	29	1
48	20	1
48	18	1
48	16	1
48	12	1
48	9	1
50	55	1
50	38	1
50	20	1
50	18	1
52	41	1
52	10	1
54	2	1
55	87	1
55	65	1
55	30	1
55	29	1
57	14	1
57	12	1
57	11	1
57	9	1
57	8	1
58	12	1
58	9	1
58	8	1
60	20	1
60	18	1
62	37	1
62	34	1
65	4	1
65	2	1
67	89	1
67	42	1
67	29	1
69	25	1
69	12	1
69	11	1
69	9	1
71	10	1
79	47	1
79	41	1
79	26	1
79	10	1
91	10	1
109	53	1
109	49	1
109	14	1
109	1	1
110	53	1
112	45	1
112	36	1
112	2	1
115	2	1
116	18	1
116	3	1
116	2	1
119	20	1
120	34	1
122	13	1
127	10	1
131	27	1
131	20	1
131	9	1
133	51	1
135	7	1
138	15	1
140	20	1
140	18	1
141	82	1
141	74	1
141	59	1
141	58	1
141	46	1
141	36	1
141	35	1
141	30	1
142	59	1
142	57	1
144	7	1
146	18	1
146	2	1
148	25	1
148	12	1
148	11	1
148	9	1
156	14	1
156	7	1
158	16	1
158	11	1
158	7	1
160	12	1
160	9	1
160	8	1
162	20	1
162	9	1
166	54	1
166	53	1
166	49	1
166	33	1
166	32	1
166	25	1
166	23	1
166	20	1
166	18	1
166	15	1
166	13	1
166	4	1
166	2	1
166	1	1
167	13	1
172	10	1
176	7	1
179	25	1
181	34	1
181	20	1
183	47	1
183	12	1
183	11	1
183	9	1
183	8	1
184	12	1
184	11	1
184	9	1
184	7	1
186	53	1
186	29	1
186	24	1
186	14	1
188	55	1
188	29	1
188	26	1
188	25	1
188	16	1
188	14	1
188	12	1
188	8	1
188	7	1
190	41	1
190	10	1
194	41	1
194	26	1
194	10	1
195	49	1
195	29	1
195	20	1
195	17	1
195	15	1
196	60	1
196	17	1
196	15	1
199	7	1
204	1	1
210	71	1
210	53	1
210	49	1
210	29	1
210	28	1
210	25	1
210	14	1
210	8	1
210	5	1
212	87	1
212	79	1
212	71	1
212	20	1
212	18	1
212	16	1
212	15	1
214	60	1
214	20	1
214	18	1
214	9	1
214	2	1
216	42	1
216	29	1
217	45	1
217	35	1
217	29	1
217	25	1
217	2	1
218	26	1
219	26	1
221	34	1
224	16	1
224	15	1
224	12	1
224	11	1
224	9	1
225	16	1
225	9	1
227	16	1
227	11	1
227	9	1
229	65	1
229	2	1
231	36	1
231	2	1
233	12	1
233	11	1
233	9	1
236	56	1
236	19	1
237	26	1
238	32	1
238	26	1
241	20	1
241	4	1
250	37	1
250	18	1
250	12	1
250	7	1
251	16	1
251	11	1
251	7	1
253	34	1
255	75	1
255	29	1
256	75	1
257	75	1
257	29	1
261	26	1
262	47	1
262	41	1
262	26	1
262	10	1
264	2	1
267	11	1
267	7	1
271	70	1
273	7	1
274	10	1
275	10	1
277	26	1
284	10	1
286	13	1
288	12	1
288	11	1
294	10	1
297	52	1
297	25	1
297	12	1
299	52	1
299	36	1
299	25	1
302	10	1
307	82	1
307	63	1
307	58	1
307	19	1
308	73	1
308	64	1
308	45	1
308	20	1
308	16	1
308	10	1
308	9	1
310	15	1
312	2	1
313	26	1
315	12	1
315	11	1
315	9	1
315	8	1
318	26	1
319	10	1
321	12	1
321	11	1
323	52	1
323	25	1
323	11	1
325	90	1
325	79	1
325	75	1
325	23	1
325	19	1
325	18	1
325	17	1
325	12	1
329	10	1
330	10	1
331	83	1
331	45	1
331	36	1
331	35	1
331	18	1
331	17	1
331	3	1
331	2	1
332	15	1
333	46	1
333	30	1
333	29	1
333	27	1
333	19	1
333	10	1
335	10	1
338	10	1
340	12	1
340	11	1
340	7	1
342	31	1
349	26	1
351	52	1
351	25	1
353	26	1
354	26	1
357	26	1
357	22	1
357	12	1
357	8	1
357	7	1
359	18	1
362	26	1
365	81	1
365	20	1
365	18	1
365	17	1
365	15	1
365	10	1
368	53	1
368	15	1
370	34	1
370	4	1
373	34	1
373	4	1
376	77	1
376	76	1
376	59	1
376	45	1
376	20	1
376	15	1
379	26	1
388	86	1
388	45	1
388	35	1
388	24	1
388	20	1
388	18	1
388	16	1
388	9	1
388	4	1
390	29	1
390	26	1
397	11	1
397	9	1
399	2	1
405	43	1
405	20	1
405	18	1
405	17	1
417	67	1
417	20	1
417	18	1
417	16	1
422	25	1
422	12	1
422	11	1
422	9	1
422	8	1
422	7	1
427	10	1
428	20	1
428	15	1
431	60	1
431	32	1
431	26	1
432	52	1
432	25	1
432	11	1
436	29	1
436	25	1
436	12	1
436	11	1
436	9	1
436	8	1
452	49	1
452	15	1
452	5	1
454	47	1
454	12	1
454	11	1
454	10	1
454	3	1
454	2	1
455	46	1
455	19	1
457	73	1
457	45	1
457	20	1
457	15	1
467	20	1
467	15	1
468	20	1
468	16	1
468	15	1
468	9	1
468	4	1
469	15	1
469	4	1
474	52	1
474	25	1
480	90	1
480	82	1
480	74	1
480	59	1
480	45	1
480	43	1
480	36	1
480	32	1
480	30	1
483	7	1
486	20	1
486	12	1
488	81	1
488	19	1
488	16	1
488	12	1
488	11	1
488	9	1
490	2	1
492	29	1
492	26	1
492	14	1
494	13	1
494	12	1
497	29	1
497	25	1
497	12	1
497	9	1
499	20	1
501	53	1
501	25	1
501	14	1
501	12	1
501	7	1
511	58	1
513	36	1
513	30	1
513	2	1
514	45	1
514	16	1
514	9	1
516	15	1
521	2	1
523	25	1
529	23	1
529	2	1
530	25	1
530	20	1
537	7	1
538	7	1
539	16	1
539	7	1
545	26	1
548	60	1
548	50	1
548	20	1
548	16	1
548	15	1
549	64	1
549	53	1
549	48	1
549	20	1
549	18	1
549	10	1
549	2	1
552	20	1
554	34	1
556	65	1
556	42	1
556	29	1
560	26	1
563	55	1
563	34	1
563	4	1
565	34	1
565	4	1
567	45	1
567	34	1
567	18	1
567	15	1
567	14	1
567	12	1
567	11	1
567	9	1
567	8	1
568	34	1
568	4	1
569	34	1
569	4	1
571	25	1
571	16	1
571	8	1
577	22	1
577	12	1
577	11	1
577	8	1
577	7	1
583	7	1
590	51	1
593	84	1
593	77	1
593	58	1
593	30	1
595	7	1
603	65	1
603	57	1
603	29	1
603	23	1
603	14	1
603	2	1
606	51	1
616	12	1
616	9	1
616	8	1
619	25	1
619	12	1
622	26	1
622	10	1
